Contact ID,Team Member ID,Role,Team: Team ID,Program Cohort: Program Cohort Name,Start Date,Gender,"Hispanic, Latino, or Spanish origin",Race - American Indian or Alaska Native,Race - Asian,Race - Black or African American,Race - Hawaiian or Other Pac. Islander,Race - Other,Race - White
0033900002Sl7nX,TM-147097,Team Lead,a263n000005cKlK,E-Team Stage 2 Summer 2021 Cohort,8/16/21,,,1,0,0,1,0,0
0033n00002aAfCv,TM-147098,Team Member,a263n000006H4Gg,E-Team Stage 2 Summer 2021 Cohort,8/16/21,,No,0,1,1,1,0,1
0033n00002UuZFZ,TM-147099,Team Lead,a263n000005YLdp,E-Team Stage 2 Summer 2021 Cohort,8/16/21,Another identity,Prefer not to answer,1,1,0,1,0,0
0033n00002WcGz4,TM-147100,Team Member,a263n000005cKlK,E-Team Stage 2 Summer 2021 Cohort,8/16/21,Female,,0,0,0,1,0,1
0033n00002ZZXwQ,TM-147101,Team Member,a263n000006H4Gg,E-Team Stage 2 Summer 2021 Cohort,8/16/21,Prefer not to answer,,0,1,0,1,1,1
0033n00002nTgLY,TM-147102,Team Member,a263n000005YNXY,E-Team Stage 2 Summer 2021 Cohort,8/16/21,Male,No,0,0,0,0,0,1
0033n00002SnSL5,TM-147103,Team Lead,a263n000006H4iV,E-Team Stage 2 Summer 2021 Cohort,8/16/21,Prefer not to answer,Yes,0,0,0,1,0,1
0033n00002Uts8l,TM-147104,Team Lead,a263n000005cJjV,E-Team Stage 2 Summer 2021 Cohort,8/16/21,Another identity,Prefer not to answer,1,1,1,1,0,1
0033n00002nUxXW,TM-147105,Team Lead,a263n000005YNXY,E-Team Stage 2 Summer 2021 Cohort,8/16/21,Prefer not to answer,Yes,0,1,0,1,1,0
0033n00002WQynp,TM-147106,Team Member,a263n000005cKV1,E-Team Stage 2 Summer 2021 Cohort,8/16/21,Another identity,,1,1,0,0,1,1
0033n00002WTyQS,TM-147107,Team Lead,a263n000005YJSU,E-Team Stage 2 Summer 2021 Cohort,8/16/21,Female,No,1,0,1,0,0,1
0033n00002ZZDap,TM-147108,Team Member,a263n000005cKC8,E-Team Stage 2 Summer 2021 Cohort,8/16/21,,No,1,1,0,0,0,0
0033n00002Za31d,TM-147109,Team Member,a263n000005YJYn,E-Team Stage 2 Summer 2021 Cohort,8/16/21,Male,Prefer not to answer,0,1,0,1,1,1
0033n00002WcGyz,TM-147110,Team Member,a263n000005cKlK,E-Team Stage 2 Summer 2021 Cohort,8/16/21,Female,No,1,0,0,0,1,0
0033n00002WVNlw,TM-147111,Team Member,a263n000005YLdp,E-Team Stage 2 Summer 2021 Cohort,8/16/21,Another identity,Prefer not to answer,0,0,1,0,0,0
0033n00002Y2L01,TM-147112,Team Member,a263n000005YJYn,E-Team Stage 2 Summer 2021 Cohort,8/16/21,Male,,1,0,1,1,1,0
0033n00002iV8SY,TM-147018,Team Member,a263n000002CwRd,E-Team Stage 1 Summer 2021 Cohort,7/26/21,Prefer not to answer,,1,0,1,0,1,0
0033n00002ZIWHp,TM-147019,Team Member,a263n000002CwRd,E-Team Stage 1 Summer 2021 Cohort,7/26/21,Female,,0,1,1,0,0,0
0033n00002a8oXl,TM-147020,Team Member,a263n000005YOec,E-Team Stage 1 Summer 2021 Cohort,7/26/21,Male,No,0,1,1,0,0,1
0033n00002ZaDdg,TM-147021,Team Member,a263n000005YSxl,E-Team Stage 1 Summer 2021 Cohort,7/26/21,Another identity,Yes,1,1,0,0,0,1
0033n00002WVO7s,TM-147022,Team Lead,a263n000005YLip,E-Team Stage 1 Summer 2021 Cohort,7/26/21,Male,No,1,0,1,0,0,1
0033n00002ZaDeF,TM-147023,Team Member,a263n000005YSxl,E-Team Stage 1 Summer 2021 Cohort,7/26/21,Another identity,Yes,1,0,1,0,1,0
0033n00002a8oXq,TM-147024,Team Member,a263n000005YSsC,E-Team Stage 1 Summer 2021 Cohort,7/26/21,Male,No,1,1,1,1,0,0
0033n00002YwfqF,TM-147026,Team Member,a263n000002Cwvl,E-Team Stage 1 Summer 2021 Cohort,7/26/21,Prefer not to answer,Prefer not to answer,0,1,1,1,1,1
0033n00002YxI2P,TM-147027,Team Lead,a2639000006H3wr,E-Team Stage 1 Summer 2021 Cohort,7/26/21,Another identity,Prefer not to answer,1,1,1,1,1,0
0033900002SmKfc,TM-147029,Team Member,a2639000006H3wr,E-Team Stage 1 Summer 2021 Cohort,7/26/21,Another identity,Prefer not to answer,0,1,0,0,0,1
0033n00002YwLP6,TM-147030,Team Lead,a263n000002CwRO,E-Team Stage 1 Summer 2021 Cohort,7/26/21,Female,Prefer not to answer,0,0,1,1,1,0
0033n00002Y2lXW,TM-147031,Team Lead,a263n000005YNcJ,E-Team Stage 1 Summer 2021 Cohort,7/26/21,Female,,0,1,1,1,1,1
0033n00002UYtJT,TM-147032,Team Lead,a263n000006H4mn,E-Team Stage 1 Summer 2021 Cohort,7/26/21,Female,No,0,0,1,1,1,1
0033n00002ZIXi9,TM-147033,Team Member,a2639000006H3wr,E-Team Stage 1 Summer 2021 Cohort,7/26/21,Another identity,Yes,1,1,0,0,1,1
0033n00002Y2kZC,TM-147034,Team Lead,a263n000005YNdb,E-Team Stage 1 Summer 2021 Cohort,7/26/21,Prefer not to answer,Yes,0,1,1,0,0,0
0033n00002ZIRVM,TM-147035,Team Lead,a263n000005YSuN,E-Team Stage 1 Summer 2021 Cohort,7/26/21,Another identity,Prefer not to answer,1,0,0,1,0,1
0033n00002Y2ll4,TM-147036,Team Member,a263n000005YNdW,E-Team Stage 1 Summer 2021 Cohort,7/26/21,Prefer not to answer,Yes,0,0,0,0,1,0
0033n00002ZIW4R,TM-147037,Team Member,a263n000002CwRO,E-Team Stage 1 Summer 2021 Cohort,7/26/21,Female,Prefer not to answer,0,1,1,1,0,0
0033n00002Y3lzJ,TM-147038,Team Lead,a263n000002Cwvl,E-Team Stage 1 Summer 2021 Cohort,7/26/21,Female,No,1,0,1,0,0,0
0033n00002Y3Kgk,TM-147039,Team Member,a263n000005YLip,E-Team Stage 1 Summer 2021 Cohort,7/26/21,Prefer not to answer,,0,1,1,1,0,0
0033n00002ZaDdq,TM-147042,Team Member,a263n000005YSxl,E-Team Stage 1 Summer 2021 Cohort,7/26/21,Another identity,No,1,1,0,0,0,1
0033n00002Y2llx,TM-147043,Team Member,a263n000005YNdb,E-Team Stage 1 Summer 2021 Cohort,7/26/21,Prefer not to answer,Yes,0,1,0,0,1,0
0033n00002a8oYK,TM-147044,Team Member,a263n000005YOcg,E-Team Stage 1 Summer 2021 Cohort,7/26/21,Another identity,No,1,1,0,0,1,1
0033n00002a8oYU,TM-147047,Team Member,a263n000005YSxg,E-Team Stage 1 Summer 2021 Cohort,7/26/21,Female,Yes,0,0,0,0,1,0
0033n00002a8oYZ,TM-147049,Team Member,a263n000006H4mn,E-Team Stage 1 Summer 2021 Cohort,7/26/21,Another identity,No,1,0,0,0,0,1
0033n00002Yr85W,TM-147051,Team Lead,a263n000005YSsC,E-Team Stage 1 Summer 2021 Cohort,7/26/21,Prefer not to answer,Prefer not to answer,1,1,0,0,1,1
0033n00002Y2lkk,TM-147052,Team Lead,a263n000005YNdW,E-Team Stage 1 Summer 2021 Cohort,7/26/21,Another identity,Prefer not to answer,0,0,0,1,0,0
0033n00002a8oYQ,TM-147053,Team Member,a263n000005YOec,E-Team Stage 1 Summer 2021 Cohort,7/26/21,Female,,0,1,1,1,1,0
0033n00002Y3enh,TM-147054,Team Lead,a263n000005YOcg,E-Team Stage 1 Summer 2021 Cohort,7/26/21,,,1,0,1,1,1,0
0033n00002ZZaJJ,TM-147055,Team Member,a263n000002CwRO,E-Team Stage 1 Summer 2021 Cohort,7/26/21,,Yes,0,0,1,1,1,1
0033n00002Y2hya,TM-147056,Team Lead,a263n000005YNam,E-Team Stage 1 Summer 2021 Cohort,7/26/21,Another identity,Prefer not to answer,1,0,1,1,1,0
0033n00002Y2aZy,TM-147057,Team Lead,a263n000005YNcJ,E-Team Stage 1 Summer 2021 Cohort,7/26/21,Another identity,No,0,0,1,1,1,0
0033n00002Yt4wN,TM-147058,Team Lead,a263n000005YSxg,E-Team Stage 1 Summer 2021 Cohort,7/26/21,Another identity,,1,0,0,0,1,1
0033n00002ZIbQE,TM-147059,Team Lead,a263n000002CwwF,E-Team Stage 1 Summer 2021 Cohort,7/26/21,,Yes,0,0,1,1,1,0
0033n00002a8oYP,TM-147061,Team Member,a263n000002CwwF,E-Team Stage 1 Summer 2021 Cohort,7/26/21,Another identity,Yes,0,0,1,1,0,0
0033n00002a8oYF,TM-147062,Team Member,a263n000002CwwK,E-Team Stage 1 Summer 2021 Cohort,7/26/21,Another identity,,1,0,0,1,0,1
0033n00002WcHP2,TM-147071,Team Member,a263n000005YSuN,E-Team Stage 1 Summer 2021 Cohort,7/26/21,,No,1,1,0,0,1,0
0033n00002a8oRK,TM-147063,Team Member,a263n000002CwwK,E-Team Stage 1 Summer 2021 Cohort,7/26/21,Another identity,No,0,0,0,1,0,0
0033n00002Yr8DQ,TM-145990,Team Lead,a263n000005YSqV,Verizon - CGI U Social Innovation Challenge 2021,6/21/21,Another identity,,1,0,0,1,1,0
0033n00002ZZJMY,TM-145991,Team Member,a263n000005YSto,Verizon - CGI U Social Innovation Challenge 2021,6/21/21,Male,No,1,0,0,0,1,0
0033n00002Yr7yV,TM-145992,Team Lead,a263n000005YSmT,Verizon - CGI U Social Innovation Challenge 2021,6/21/21,Prefer not to answer,Prefer not to answer,1,0,0,1,1,1
0033n00002Za84j,TM-145993,Team Member,a263n000005YSnq,Verizon - CGI U Social Innovation Challenge 2021,6/21/21,Prefer not to answer,Prefer not to answer,0,1,0,1,0,0
0033n00002YsJmt,TM-145994,Team Lead,a263n000005YSnq,Verizon - CGI U Social Innovation Challenge 2021,6/21/21,Another identity,Yes,0,0,1,1,0,1
0033n00002WIpoE,TM-145995,Team Lead,a263n000005cKVB,Verizon - CGI U Social Innovation Challenge 2021,6/21/21,Prefer not to answer,Prefer not to answer,1,1,1,0,0,0
0033n00002YscJX,TM-145996,Team Lead,a263n000005YSnq,Verizon - CGI U Social Innovation Challenge 2021,6/21/21,Female,Prefer not to answer,0,0,1,0,1,0
0033n00002Yr98q,TM-145997,Team Lead,a263n000005YSnb,Verizon - CGI U Social Innovation Challenge 2021,6/21/21,Female,,0,1,0,0,1,1
0033n00002ZaBQK,TM-145998,Team Member,a263n000005YSnb,Verizon - CGI U Social Innovation Challenge 2021,6/21/21,,No,0,0,1,0,0,0
0033n00002Yrlmx,TM-145999,Team Lead,a263n000005YSlk,Verizon - CGI U Social Innovation Challenge 2021,6/21/21,Prefer not to answer,Yes,1,1,0,1,1,1
0033n00002ZaBsL,TM-146000,Team Member,a263n000005YSlk,Verizon - CGI U Social Innovation Challenge 2021,6/21/21,Prefer not to answer,,1,0,0,0,1,0
0033n00002YrASv,TM-146001,Team Lead,a263n000005YStU,Verizon - CGI U Social Innovation Challenge 2021,6/21/21,Female,,1,1,1,1,0,1
0033n00002Ysmoq,TM-146002,Team Member,a263n000005YSr4,Verizon - CGI U Social Innovation Challenge 2021,6/21/21,Female,Prefer not to answer,0,1,1,0,1,1
0033n00002WQzsT,TM-146004,Team Member,a263n000005cKVB,Verizon - CGI U Social Innovation Challenge 2021,6/21/21,,Yes,1,1,1,1,1,0
0033n00002Yr8lX,TM-146005,Team Member,a263n000005YSr4,Verizon - CGI U Social Innovation Challenge 2021,6/21/21,Prefer not to answer,No,0,0,0,0,0,0
0033n00002Ysmol,TM-146006,Team Lead,a263n000005YSr4,Verizon - CGI U Social Innovation Challenge 2021,6/21/21,,No,0,1,1,0,1,1
0033n00002ZaJFd,TM-146007,Team Member,a263n000005YStU,Verizon - CGI U Social Innovation Challenge 2021,6/21/21,Another identity,Yes,1,1,1,0,0,1
0033n00002ZaJrh,TM-146008,Team Member,a263n000005YStU,Verizon - CGI U Social Innovation Challenge 2021,6/21/21,Female,Yes,1,1,1,0,1,0
0033n00002YsmJB,TM-146009,Team Member,a263n000005YSqV,Verizon - CGI U Social Innovation Challenge 2021,6/21/21,Female,No,0,0,0,0,0,1
0033n00002ZaMI5,TM-146010,Team Member,a263n000005YSmE,Verizon - CGI U Social Innovation Challenge 2021,6/21/21,Female,Yes,1,0,1,1,1,0
0033n00002YsVQ5,TM-146011,Team Member,a263n000005YSmO,Verizon - CGI U Social Innovation Challenge 2021,6/21/21,Another identity,,1,0,0,0,1,0
0033n00002YrMuz,TM-146012,Team Lead,a263n000005YSmO,Verizon - CGI U Social Innovation Challenge 2021,6/21/21,,Prefer not to answer,0,1,0,0,1,0
0033n00002YrJcN,TM-146013,Team Lead,a263n000005YSmE,Verizon - CGI U Social Innovation Challenge 2021,6/21/21,Prefer not to answer,Yes,0,0,0,0,0,0
0033n00002Yrebx,TM-146014,Team Lead,a263n000005YSto,Verizon - CGI U Social Innovation Challenge 2021,6/21/21,Prefer not to answer,Prefer not to answer,0,1,1,0,1,1
0033n00002YsVQ1,TM-146015,Team Member,a263n000005YSmT,Verizon - CGI U Social Innovation Challenge 2021,6/21/21,,Prefer not to answer,1,1,1,0,0,1
0033n00002ZaSUz,TM-146017,Team Lead,a263n000005YSmE,Verizon - CGI U Social Innovation Challenge 2021,6/21/21,Another identity,,1,0,1,1,1,0
0033n00002ZaIfM,TM-146018,Team Member,a263n000005YSmT,Verizon - CGI U Social Innovation Challenge 2021,6/21/21,Prefer not to answer,Yes,1,0,1,0,0,0
0033n00002YsmJ6,TM-146020,Team Member,a263n000005YSqV,Verizon - CGI U Social Innovation Challenge 2021,6/21/21,Male,Yes,1,0,1,0,0,0
0033n00002ZapDc,TM-146021,Team Member,a263n000005YSs7,Verizon - CGI U Social Innovation Challenge 2021,6/21/21,Another identity,No,0,0,1,1,0,1
0033n00002Yr7pm,TM-146022,Team Lead,a263n000005YSs7,Verizon - CGI U Social Innovation Challenge 2021,6/21/21,,,1,1,0,0,0,1
0033n00002YsoCY,TM-146023,Team Member,a263n000005YSs7,Verizon - CGI U Social Innovation Challenge 2021,6/21/21,Male,Prefer not to answer,1,1,0,0,0,1
0033n00002Za8T8,TM-146876,Team Member,a263n000005YTWE,Verizon - CGI U Social Innovation Challenge 2021,6/21/21,Prefer not to answer,,0,1,0,1,0,1
0033n00002YrXzU,TM-146874,Team Lead,a263n000005YTWE,Verizon - CGI U Social Innovation Challenge 2021,6/21/21,Prefer not to answer,No,1,0,0,0,0,1
0033n00002Za8Aw,TM-146875,Team Member,a263n000005YTWE,Verizon - CGI U Social Innovation Challenge 2021,6/21/21,Female,Yes,1,1,0,0,0,0
0033n00002ZaRey,TM-146885,Team Member,a263n000005YStU,Verizon - CGI U Social Innovation Challenge 2021,6/21/21,Male,Yes,1,0,0,1,0,0
0033n00002Y2lfa,TM-142468,Team Member,a263n000005YNdC,E-Team Stage 1 Spring 2021 Cohort,4/19/21,Prefer not to answer,Yes,1,0,1,0,1,1
0033n00002WVEPW,TM-142469,Team Lead,a263n000005YLhS,E-Team Stage 1 Spring 2021 Cohort,4/19/21,,Prefer not to answer,1,0,1,0,0,0
0033n00002Y2LAG,TM-142470,Team Lead,a263n000005YNcx,E-Team Stage 1 Spring 2021 Cohort,4/19/21,Prefer not to answer,No,1,1,1,0,0,0
0033n00002Y0p1m,TM-142471,Team Member,a263n000005YLhS,E-Team Stage 1 Spring 2021 Cohort,4/19/21,,Prefer not to answer,1,1,1,0,0,0
0033n00002Y2lBG,TM-142472,Team Member,a263n000005YNaS,E-Team Stage 1 Spring 2021 Cohort,4/19/21,,Yes,1,0,1,0,0,1
0033n00002Y2En2,TM-142473,Team Lead,a263n000005YNaS,E-Team Stage 1 Spring 2021 Cohort,4/19/21,Female,Yes,1,0,0,0,0,1
0033n00002WUooC,TM-142474,Team Member,a263n000005cKC8,E-Team Stage 1 Spring 2021 Cohort,4/19/21,Prefer not to answer,No,0,1,1,0,0,1
0033900002Jiyo6,TM-142475,Team Lead,a263n000005YNcO,E-Team Stage 1 Spring 2021 Cohort,4/19/21,Male,Yes,1,1,0,1,0,1
0033n00002Y2lXq,TM-142477,Team Member,a263n000005YNcO,E-Team Stage 1 Spring 2021 Cohort,4/19/21,,Yes,1,0,0,1,0,0
0033n00002UuTrI,TM-142479,Team Lead,a263n000005cKC8,E-Team Stage 1 Spring 2021 Cohort,4/19/21,Another identity,Prefer not to answer,1,0,0,1,1,1
0033n00002Y2dGD,TM-142480,Team Member,a263n000005YNc9,E-Team Stage 1 Spring 2021 Cohort,4/19/21,Another identity,No,1,0,1,1,1,1
0033n00002Y2YQe,TM-142481,Team Lead,a263n000005YNXY,E-Team Stage 1 Spring 2021 Cohort,4/19/21,Male,Prefer not to answer,0,0,0,1,1,1
0033n00002Y2d4C,TM-142482,Team Member,a263n000005YNc9,E-Team Stage 1 Spring 2021 Cohort,4/19/21,Prefer not to answer,,0,0,1,1,1,1
0033n00002ZIjdz,TM-142483,Team Member,a263n000005YNXY,E-Team Stage 1 Spring 2021 Cohort,4/19/21,,,1,1,1,0,1,0
0033n00002Y4JNH,TM-142484,Team Member,a263n000005YNXY,E-Team Stage 1 Spring 2021 Cohort,4/19/21,Male,Yes,1,0,0,1,1,0
0033n00002Y2Ef8,TM-142485,Team Lead,a263n000005YNc9,E-Team Stage 1 Spring 2021 Cohort,4/19/21,Male,Yes,1,1,0,0,0,1
0033n00002ZIp2w,TM-142486,Team Member,a263n000005YNcx,E-Team Stage 1 Spring 2021 Cohort,4/19/21,,Prefer not to answer,0,0,1,0,1,1
0033n00002Y4JKw,TM-142487,Team Member,a263n000006H4mT,E-Team Stage 1 Spring 2021 Cohort,4/19/21,Male,Yes,0,1,1,0,0,0
0033n00002ZIpLK,TM-142488,Team Member,a263n000006H4mT,E-Team Stage 1 Spring 2021 Cohort,4/19/21,Female,Prefer not to answer,1,1,0,0,0,1
0033n00002Y49dk,TM-142489,Team Member,a263n000006H4iV,E-Team Stage 1 Spring 2021 Cohort,4/19/21,,No,1,0,1,1,0,1
0033n00002ZIpXV,TM-142490,Team Member,a263n000005YNcx,E-Team Stage 1 Spring 2021 Cohort,4/19/21,,Prefer not to answer,0,1,0,1,1,0
0033n00002SnSL5,TM-142491,Team Member,a263n000006H4iV,E-Team Stage 1 Spring 2021 Cohort,4/19/21,,,1,0,1,1,0,0
0033n00002WeQ1R,TM-142493,Team Lead,a263n000005YLgt,E-Team Stage 1 Spring 2021 Cohort,4/19/21,Another identity,Yes,1,0,1,1,0,1
0033n00002Y2kE4,TM-142494,Team Lead,a263n000005YNcs,E-Team Stage 1 Spring 2021 Cohort,4/19/21,Another identity,No,1,1,1,0,1,1
0033n00002Y2lc7,TM-142495,Team Member,a263n000005YNcs,E-Team Stage 1 Spring 2021 Cohort,4/19/21,Another identity,No,0,0,0,1,1,0
0033n00002Y2lbx,TM-142496,Team Member,a263n000005YNcs,E-Team Stage 1 Spring 2021 Cohort,4/19/21,Female,Prefer not to answer,0,1,1,0,1,1
0033n00002Y2hep,TM-142497,Team Lead,a263n000005YNbL,E-Team Stage 1 Spring 2021 Cohort,4/19/21,Male,Prefer not to answer,0,0,1,1,1,1
0033n00002Y2lPc,TM-142498,Team Lead,a263n000005YNbL,E-Team Stage 1 Spring 2021 Cohort,4/19/21,Prefer not to answer,No,1,0,0,1,0,0
0033n00002ZJ643,TM-142499,Team Lead,a263n000005YNbL,E-Team Stage 1 Spring 2021 Cohort,4/19/21,Another identity,Yes,0,1,1,0,1,0
0033n00002Y2PFr,TM-142500,Team Lead,a263n000005YNdC,E-Team Stage 1 Spring 2021 Cohort,4/19/21,Another identity,Yes,1,0,0,1,1,1
0033n00002ZJ7Ao,TM-142501,Team Member,a263n000005YLgt,E-Team Stage 1 Spring 2021 Cohort,4/19/21,,Prefer not to answer,1,0,0,1,0,1
0033n00002ZJ7EC,TM-142502,Team Member,a263n000005YNdC,E-Team Stage 1 Spring 2021 Cohort,4/19/21,Another identity,No,1,0,1,0,0,1
0033n00002ZJALI,TM-142519,Team Member,a263n000005YLgt,E-Team Stage 1 Spring 2021 Cohort,4/19/21,Male,No,1,0,0,0,1,1
0033900002RVstu,TM-142505,Team Member,a263n000006H4Qb,ASPIRE Cleantech Spring 2021,4/12/21,,,1,0,0,1,1,0
0033900002Cd5K6,TM-142506,Team Lead,a26390000069rRK,ASPIRE Cleantech Spring 2021,4/12/21,Male,Prefer not to answer,1,1,0,1,1,0
0033900002RVsux,TM-142507,Team Lead,a263n000006H4Qb,ASPIRE Cleantech Spring 2021,4/12/21,Male,,0,1,0,1,1,0
0033900002SlTHQ,TM-142508,Team Lead,a2639000006H3Ez,ASPIRE Cleantech Spring 2021,4/12/21,Male,Prefer not to answer,1,1,1,0,0,0
0033900002SlcBp,TM-142509,Team Member,a26390000069rRK,ASPIRE Cleantech Spring 2021,4/12/21,Female,,0,1,1,0,1,1
0033900002NjlnW,TM-142510,Team Lead,a2639000006AQUE,ASPIRE Cleantech Spring 2021,4/12/21,Another identity,No,1,1,1,1,0,0
0033n00002WcnAi,TM-142511,Team Lead,a263n000005cLJu,ASPIRE Cleantech Spring 2021,4/12/21,Another identity,,1,0,0,0,0,0
0033n00002WcnAk,TM-142512,Team Member,a263n000005cLJu,ASPIRE Cleantech Spring 2021,4/12/21,Female,Yes,0,1,0,1,1,0
0033n00002YxIJL,TM-142513,Team Member,a263n000006H4Gg,ASPIRE Cleantech Spring 2021,4/12/21,Another identity,Yes,0,0,0,0,1,1
0033n00002Yq6e6,TM-142514,Team Member,a263n000006H4Gg,ASPIRE Cleantech Spring 2021,4/12/21,,Yes,0,0,0,1,1,1
0033900002Smjpn,TM-142515,Team Lead,a263n000006H4Gg,ASPIRE Cleantech Spring 2021,4/12/21,Male,No,1,0,0,0,0,1
0033n00002Y4Q5t,TM-142516,Team Lead,a263n000005YSfl,ASPIRE Cleantech Spring 2021,4/12/21,Female,Prefer not to answer,0,1,1,1,1,1
0033n00002YxHN3,TM-142518,Team Member,a263n000005YSfl,ASPIRE Cleantech Spring 2021,4/12/21,Another identity,Yes,0,1,0,1,0,1
0033900002NjlnW,TM-139188,Team Lead,a2639000006AQUE,E-Team Stage 2 Winter 2021 Cohort,1/25/21,Male,No,0,0,0,0,1,0
0033900002Nk5fl,TM-139189,Team Lead,a2639000003WX2a,E-Team Stage 2 Winter 2021 Cohort,1/25/21,Male,Yes,0,0,1,1,0,1
0033n00002Y2dYy,TM-139191,Team Member,a263n000005cKVp,E-Team Stage 2 Winter 2021 Cohort,1/25/21,Prefer not to answer,,1,0,1,1,1,1
0033n00002Y2c5d,TM-139192,Team Member,a2639000003WX2a,E-Team Stage 2 Winter 2021 Cohort,1/25/21,Female,No,0,0,0,1,1,1
0033n00002Y0kKo,TM-139193,Team Member,a2639000003WX2a,E-Team Stage 2 Winter 2021 Cohort,1/25/21,Female,,1,1,0,0,0,0
0033n00002Y4CPR,TM-139194,Team Lead,a263n000005cKVp,E-Team Stage 2 Winter 2021 Cohort,1/25/21,,Prefer not to answer,1,1,1,0,0,0
0033n00002Uubtz,TM-139195,Team Member,a263n000005cK95,E-Team Stage 2 Winter 2021 Cohort,1/25/21,Prefer not to answer,,1,0,0,1,1,0
0033n00002Y0lx9,TM-139196,Team Member,a2639000006AQUE,E-Team Stage 2 Winter 2021 Cohort,1/25/21,Another identity,Yes,0,0,1,0,1,1
0033n00002UtxRa,TM-139198,Team Member,a263n000005cJmF,E-Team Stage 2 Winter 2021 Cohort,1/25/21,,No,1,0,1,0,0,0
0033n00002UvQiO,TM-139200,Team Member,a263n000005cKOQ,E-Team Stage 2 Winter 2021 Cohort,1/25/21,Prefer not to answer,No,1,1,1,0,1,1
0033n00002UuLRw,TM-139201,Team Lead,a263n000005cK95,E-Team Stage 2 Winter 2021 Cohort,1/25/21,Prefer not to answer,Prefer not to answer,1,1,0,1,0,0
0033n00002UvP0U,TM-139202,Team Lead,a263n000005cKOQ,E-Team Stage 2 Winter 2021 Cohort,1/25/21,Prefer not to answer,,1,0,0,0,0,0
0033n00002UvPMu,TM-139203,Team Member,a263n000005cKOQ,E-Team Stage 2 Winter 2021 Cohort,1/25/21,Prefer not to answer,Prefer not to answer,0,1,0,1,0,1
0033n00002UtvMY,TM-139204,Team Lead,a263n000005cJih,E-Team Stage 2 Winter 2021 Cohort,1/25/21,Female,Prefer not to answer,1,1,0,0,0,1
0033n00002WcdtD,TM-139205,Team Lead,a2639000005j05N,E-Team Stage 2 Winter 2021 Cohort,1/25/21,Female,No,1,0,1,1,1,1
0033n00002UZHK9,TM-139206,Team Lead,a263n000005cJf4,E-Team Stage 2 Winter 2021 Cohort,1/25/21,Female,Yes,0,1,1,1,1,0
0033n00002UtrR3,TM-139207,Team Lead,a263n000005cJmF,E-Team Stage 2 Winter 2021 Cohort,1/25/21,Male,Yes,1,1,1,0,1,1
0033n00002UttiR,TM-139208,Team Member,a263n000005cJho,E-Team Stage 2 Winter 2021 Cohort,1/25/21,Another identity,No,0,0,1,1,1,1
0033n00002UtxRV,TM-139209,Team Member,a263n000005cJmF,E-Team Stage 2 Winter 2021 Cohort,1/25/21,Female,No,1,1,1,1,0,0
0033n00002Utnhb,TM-139210,Team Lead,a263n000005cJho,E-Team Stage 2 Winter 2021 Cohort,1/25/21,Female,Prefer not to answer,1,0,0,0,1,0
0033n00002Y3nJv,TM-141213,Team Member,a263n000005cJf4,E-Team Stage 2 Winter 2021 Cohort,1/25/21,Another identity,No,0,1,0,1,0,1
0033n00002Y3omI,TM-141212,Team Member,a263n000005cJf4,E-Team Stage 2 Winter 2021 Cohort,1/25/21,,Prefer not to answer,0,0,0,0,0,1
0033n00002UtuDj,TM-139744,Team Member,a263n000005cJih,E-Team Stage 2 Winter 2021 Cohort,1/25/21,Female,,0,1,0,1,0,0
0033n00002Y2z6T,TM-139745,Team Member,a263n000005cJf4,E-Team Stage 2 Winter 2021 Cohort,1/25/21,Female,,0,0,1,1,0,0
0033n00002Y310B,TM-139746,Team Member,a2639000005j05N,E-Team Stage 2 Winter 2021 Cohort,1/25/21,Prefer not to answer,Yes,1,0,0,1,0,1
0033n00002Y30ZP,TM-139747,Team Member,a2639000005j05N,E-Team Stage 2 Winter 2021 Cohort,1/25/21,Female,No,0,0,1,0,1,1
0033n00002WQygF,TM-137945,Team Member,a263n000005cKTy,E-Team Stage 1 Winter 2021 Cohort,1/11/21,Another identity,,1,1,1,1,1,1
0033n00002WVUxL,TM-139951,Team Member,a263n000005YLiB,E-Team Stage 1 Winter 2021 Cohort,1/11/21,Another identity,Yes,0,1,1,1,0,0
0033n00002Y2KmY,TM-137880,Team Member,a263n000005YLjx,E-Team Stage 1 Winter 2021 Cohort,1/11/21,Male,No,0,0,1,1,1,0
0033n00002WQynp,TM-137881,Team Member,a263n000005cKV1,E-Team Stage 1 Winter 2021 Cohort,1/11/21,Male,,1,0,0,0,1,0
0033n00002WVUW0,TM-137882,Team Lead,a263n000005YLjx,E-Team Stage 1 Winter 2021 Cohort,1/11/21,,Yes,0,0,0,0,1,0
0033n00002WVVv1,TM-137879,Team Member,a263n000005YLjs,E-Team Stage 1 Winter 2021 Cohort,1/11/21,Female,No,1,0,1,0,1,0
0033n00002WVVur,TM-137884,Team Member,a263n000005YLjs,E-Team Stage 1 Winter 2021 Cohort,1/11/21,Male,Yes,1,0,1,1,1,0
0033n00002WTwFN,TM-137885,Team Lead,a263n000005YJYn,E-Team Stage 1 Winter 2021 Cohort,1/11/21,Prefer not to answer,Prefer not to answer,1,0,1,0,1,1
0033n00002UuZFZ,TM-137886,Team Lead,a263n000005YLdp,E-Team Stage 1 Winter 2021 Cohort,1/11/21,Another identity,,0,1,0,1,0,1
0033n00002WVUxV,TM-137887,Team Member,a263n000005YLiB,E-Team Stage 1 Winter 2021 Cohort,1/11/21,Female,Yes,0,1,0,0,0,0
